EIC;00ZEE-00000000-C
Seerianumber;00000000
Periood;2025-08-01 kuni 2025-08-28
Koostamise aeg;2025-08-28
"";;Tarbimine 2-ajatsooni;Tarbimine 4-ajatsooni
Kokku;;637,042;637,042
Päeva tarbimine;;230,807;116,288
Öö tarbimine;;406,235;342,922
Tiputarbimine päeval (Tipp päev);;;114,519
Tiputarbimine puhkajal (Tipp puhkepäev);;;63,313
""
Algusaeg;Päev/öö/tipp päev/tipp puhkepäev;Tarbimine;Tunnikoguse tüüp
06.08.2025 13:30;Päev;0,366;Tegelik
06.08.2025 13:45;Päev;0,366;Tegelik
06.08.2025 14:00;Päev;0,226;Tegelik
06.08.2025 14:15;Päev;0,226;Tegelik
06.08.2025 14:30;Päev;0,226;Tegelik
06.08.2025 14:45;Päev;0,224;Tegelik
06.08.2025 15:00;Päev;0,214;Tegelik
06.08.2025 15:15;Päev;0,214;Tegelik
06.08.2025 15:30;Päev;0,214;Tegelik
06.08.2025 15:45;Päev;0,213;Tegelik
06.08.2025 16:00;Tipp päev;0,248;Tegelik
06.08.2025 16:15;Tipp päev;0,248;Tegelik
06.08.2025 16:30;Tipp päev;0,248;Tegelik
06.08.2025 16:45;Tipp päev;0,250;Tegelik
06.08.2025 17:00;Tipp päev;0,271;Tegelik
06.08.2025 17:15;Tipp päev;0,271;Tegelik
06.08.2025 17:30;Tipp päev;0,271;Tegelik
06.08.2025 17:45;Tipp päev;0,270;Tegelik
06.08.2025 18:00;Tipp päev;0,310;Tegelik
06.08.2025 18:15;Tipp päev;0,310;Tegelik
06.08.2025 18:30;Tipp päev;0,310;Tegelik
06.08.2025 18:45;Tipp päev;0,311;Tegelik
06.08.2025 19:00;Tipp päev;0,228;Tegelik
06.08.2025 19:15;Tipp päev;0,228;Tegelik
06.08.2025 19:30;Tipp päev;0,228;Tegelik
06.08.2025 19:45;Tipp päev;0,228;Tegelik
06.08.2025 20:00;Päev;0,212;Tegelik
06.08.2025 20:15;Päev;0,212;Tegelik
06.08.2025 20:30;Päev;0,212;Tegelik
06.08.2025 20:45;Päev;0,213;Tegelik
06.08.2025 21:00;Päev;0,174;Tegelik
06.08.2025 21:15;Päev;0,174;Tegelik
06.08.2025 21:30;Päev;0,174;Tegelik
06.08.2025 21:45;Päev;0,175;Tegelik
06.08.2025 22:00;Öö;0,202;Tegelik
06.08.2025 22:15;Öö;0,202;Tegelik
06.08.2025 22:30;Öö;0,202;Tegelik
06.08.2025 22:45;Öö;0,201;Tegelik
06.08.2025 23:00;Öö;0,266;Tegelik
06.08.2025 23:15;Öö;0,266;Tegelik
06.08.2025 23:30;Öö;0,266;Tegelik
06.08.2025 23:45;Öö;0,268;Tegelik
07.08.2025 00:00;Öö;0,190;Tegelik
07.08.2025 00:15;Öö;0,190;Tegelik
07.08.2025 00:30;Öö;0,190;Tegelik
07.08.2025 00:45;Öö;0,191;Tegelik
07.08.2025 01:00;Öö;0,428;Tegelik
07.08.2025 01:15;Öö;0,428;Tegelik
07.08.2025 01:30;Öö;0,428;Tegelik
07.08.2025 01:45;Öö;0,428;Tegelik
07.08.2025 02:00;Öö;0,236;Tegelik
07.08.2025 02:15;Öö;0,236;Tegelik
07.08.2025 02:30;Öö;0,236;Tegelik
07.08.2025 02:45;Öö;0,235;Tegelik
07.08.2025 03:00;Öö;0,148;Tegelik
07.08.2025 03:15;Öö;0,148;Tegelik
07.08.2025 03:30;Öö;0,148;Tegelik
07.08.2025 03:45;Öö;0,150;Tegelik
07.08.2025 04:00;Öö;0,122;Tegelik
07.08.2025 04:15;Öö;0,122;Tegelik
07.08.2025 04:30;Öö;0,122;Tegelik
07.08.2025 04:45;Öö;0,122;Tegelik
07.08.2025 05:00;Öö;0,142;Tegelik
07.08.2025 05:15;Öö;0,142;Tegelik
07.08.2025 05:30;Öö;0,142;Tegelik
07.08.2025 05:45;Öö;0,143;Tegelik
07.08.2025 06:00;Öö;0,561;Tegelik
07.08.2025 06:15;Öö;0,561;Tegelik
07.08.2025 06:30;Öö;0,561;Tegelik
07.08.2025 06:45;Öö;0,562;Tegelik
07.08.2025 07:00;Päev;0,144;Tegelik
07.08.2025 07:15;Päev;0,144;Tegelik
07.08.2025 07:30;Päev;0,144;Tegelik
07.08.2025 07:45;Päev;0,144;Tegelik
07.08.2025 08:00;Päev;0,182;Tegelik
07.08.2025 08:15;Päev;0,182;Tegelik
07.08.2025 08:30;Päev;0,182;Tegelik
07.08.2025 08:45;Päev;0,180;Tegelik
07.08.2025 09:00;Tipp päev;0,200;Tegelik
07.08.2025 09:15;Tipp päev;0,200;Tegelik
07.08.2025 09:30;Tipp päev;0,200;Tegelik
07.08.2025 09:45;Tipp päev;0,201;Tegelik
07.08.2025 10:00;Tipp päev;0,229;Tegelik
07.08.2025 10:15;Tipp päev;0,229;Tegelik
07.08.2025 10:30;Tipp päev;0,229;Tegelik
07.08.2025 10:45;Tipp päev;0,229;Tegelik
07.08.2025 11:00;Tipp päev;0,197;Tegelik
07.08.2025 11:15;Tipp päev;0,197;Tegelik
07.08.2025 11:30;Tipp päev;0,197;Tegelik
07.08.2025 11:45;Tipp päev;0,197;Tegelik
07.08.2025 12:00;Päev;0,133;Tegelik
07.08.2025 12:15;Päev;0,133;Tegelik
07.08.2025 12:30;Päev;0,133;Tegelik
07.08.2025 12:45;Päev;0,133;Tegelik
07.08.2025 13:00;Päev;0,154;Tegelik
07.08.2025 13:15;Päev;0,154;Tegelik
07.08.2025 13:30;Päev;0,154;Tegelik
07.08.2025 13:45;Päev;0,154;Tegelik
07.08.2025 14:00;Päev;0,214;Tegelik
07.08.2025 14:15;Päev;0,214;Tegelik
07.08.2025 14:30;Päev;0,214;Tegelik
07.08.2025 14:45;Päev;0,213;Tegelik
07.08.2025 15:00;Päev;0,209;Tegelik
07.08.2025 15:15;Päev;0,209;Tegelik
07.08.2025 15:30;Päev;0,209;Tegelik
07.08.2025 15:45;Päev;0,210;Tegelik
07.08.2025 16:00;Tipp päev;0,196;Tegelik
07.08.2025 16:15;Tipp päev;0,196;Tegelik
07.08.2025 16:30;Tipp päev;0,196;Tegelik
07.08.2025 16:45;Tipp päev;0,198;Tegelik
07.08.2025 17:00;Tipp päev;0,252;Tegelik
07.08.2025 17:15;Tipp päev;0,252;Tegelik
07.08.2025 17:30;Tipp päev;0,252;Tegelik
07.08.2025 17:45;Tipp päev;0,253;Tegelik
07.08.2025 18:00;Tipp päev;0,303;Tegelik
07.08.2025 18:15;Tipp päev;0,303;Tegelik
07.08.2025 18:30;Tipp päev;0,303;Tegelik
07.08.2025 18:45;Tipp päev;0,303;Tegelik
07.08.2025 19:00;Tipp päev;0,262;Tegelik
07.08.2025 19:15;Tipp päev;0,262;Tegelik
07.08.2025 19:30;Tipp päev;0,262;Tegelik
07.08.2025 19:45;Tipp päev;0,262;Tegelik
07.08.2025 20:00;Päev;0,175;Tegelik
07.08.2025 20:15;Päev;0,175;Tegelik
07.08.2025 20:30;Päev;0,175;Tegelik
07.08.2025 20:45;Päev;0,175;Tegelik
07.08.2025 21:00;Päev;0,211;Tegelik
07.08.2025 21:15;Päev;0,211;Tegelik
07.08.2025 21:30;Päev;0,211;Tegelik
07.08.2025 21:45;Päev;0,212;Tegelik
07.08.2025 22:00;Öö;0,160;Tegelik
07.08.2025 22:15;Öö;0,160;Tegelik
07.08.2025 22:30;Öö;0,160;Tegelik
07.08.2025 22:45;Öö;0,160;Tegelik
07.08.2025 23:00;Öö;0,177;Tegelik
07.08.2025 23:15;Öö;0,177;Tegelik
07.08.2025 23:30;Öö;0,177;Tegelik
07.08.2025 23:45;Öö;0,177;Tegelik
08.08.2025 00:00;Öö;0,175;Tegelik
08.08.2025 00:15;Öö;0,175;Tegelik
08.08.2025 00:30;Öö;0,175;Tegelik
08.08.2025 00:45;Öö;0,174;Tegelik
08.08.2025 01:00;Öö;0,124;Tegelik
08.08.2025 01:15;Öö;0,124;Tegelik
08.08.2025 01:30;Öö;0,124;Tegelik
08.08.2025 01:45;Öö;0,125;Tegelik
08.08.2025 02:00;Öö;0,151;Tegelik
08.08.2025 02:15;Öö;0,151;Tegelik
08.08.2025 02:30;Öö;0,151;Tegelik
08.08.2025 02:45;Öö;0,151;Tegelik
08.08.2025 03:00;Öö;0,114;Tegelik
08.08.2025 03:15;Öö;0,114;Tegelik
08.08.2025 03:30;Öö;0,114;Tegelik
08.08.2025 03:45;Öö;0,114;Tegelik
08.08.2025 04:00;Öö;0,151;Tegelik
08.08.2025 04:15;Öö;0,151;Tegelik
08.08.2025 04:30;Öö;0,151;Tegelik
08.08.2025 04:45;Öö;0,151;Tegelik
08.08.2025 05:00;Öö;0,131;Tegelik
08.08.2025 05:15;Öö;0,131;Tegelik
08.08.2025 05:30;Öö;0,131;Tegelik
08.08.2025 05:45;Öö;0,132;Tegelik
08.08.2025 06:00;Öö;0,219;Tegelik
08.08.2025 06:15;Öö;0,219;Tegelik
08.08.2025 06:30;Öö;0,219;Tegelik
08.08.2025 06:45;Öö;0,220;Tegelik
08.08.2025 07:00;Päev;0,157;Tegelik
08.08.2025 07:15;Päev;0,157;Tegelik
08.08.2025 07:30;Päev;0,157;Tegelik
08.08.2025 07:45;Päev;0,156;Tegelik
08.08.2025 08:00;Päev;0,215;Tegelik
08.08.2025 08:15;Päev;0,215;Tegelik
08.08.2025 08:30;Päev;0,215;Tegelik
08.08.2025 08:45;Päev;0,216;Tegelik
08.08.2025 09:00;Tipp päev;0,192;Tegelik
08.08.2025 09:15;Tipp päev;0,192;Tegelik
08.08.2025 09:30;Tipp päev;0,192;Tegelik
08.08.2025 09:45;Tipp päev;0,192;Tegelik
08.08.2025 10:00;Tipp päev;0,212;Tegelik
08.08.2025 10:15;Tipp päev;0,212;Tegelik
08.08.2025 10:30;Tipp päev;0,212;Tegelik
08.08.2025 10:45;Tipp päev;0,214;Tegelik
08.08.2025 11:00;Tipp päev;0,199;Tegelik
08.08.2025 11:15;Tipp päev;0,199;Tegelik
08.08.2025 11:30;Tipp päev;0,199;Tegelik
08.08.2025 11:45;Tipp päev;0,199;Tegelik
08.08.2025 12:00;Päev;0,169;Tegelik
08.08.2025 12:15;Päev;0,169;Tegelik
08.08.2025 12:30;Päev;0,169;Tegelik
08.08.2025 12:45;Päev;0,170;Tegelik
08.08.2025 13:00;Päev;0,144;Tegelik
08.08.2025 13:15;Päev;0,144;Tegelik
08.08.2025 13:30;Päev;0,144;Tegelik
08.08.2025 13:45;Päev;0,142;Tegelik
08.08.2025 14:00;Päev;0,208;Tegelik
08.08.2025 14:15;Päev;0,208;Tegelik
08.08.2025 14:30;Päev;0,208;Tegelik
08.08.2025 14:45;Päev;0,210;Tegelik
08.08.2025 15:00;Päev;0,208;Tegelik
08.08.2025 15:15;Päev;0,208;Tegelik
08.08.2025 15:30;Päev;0,208;Tegelik
08.08.2025 15:45;Päev;0,209;Tegelik
08.08.2025 16:00;Tipp päev;0,232;Tegelik
08.08.2025 16:15;Tipp päev;0,232;Tegelik
08.08.2025 16:30;Tipp päev;0,232;Tegelik
08.08.2025 16:45;Tipp päev;0,230;Tegelik
08.08.2025 17:00;Tipp päev;0,220;Tegelik
08.08.2025 17:15;Tipp päev;0,220;Tegelik
08.08.2025 17:30;Tipp päev;0,220;Tegelik
08.08.2025 17:45;Tipp päev;0,221;Tegelik
08.08.2025 18:00;Tipp päev;0,372;Tegelik
08.08.2025 18:15;Tipp päev;0,372;Tegelik
08.08.2025 18:30;Tipp päev;0,372;Tegelik
08.08.2025 18:45;Tipp päev;0,371;Tegelik
08.08.2025 19:00;Tipp päev;0,308;Tegelik
08.08.2025 19:15;Tipp päev;0,308;Tegelik
08.08.2025 19:30;Tipp päev;0,308;Tegelik
08.08.2025 19:45;Tipp päev;0,309;Tegelik
08.08.2025 20:00;Päev;0,170;Tegelik
08.08.2025 20:15;Päev;0,170;Tegelik
08.08.2025 20:30;Päev;0,170;Tegelik
08.08.2025 20:45;Päev;0,168;Tegelik
08.08.2025 21:00;Päev;0,190;Tegelik
08.08.2025 21:15;Päev;0,190;Tegelik
08.08.2025 21:30;Päev;0,190;Tegelik
08.08.2025 21:45;Päev;0,189;Tegelik
08.08.2025 22:00;Öö;0,214;Tegelik
08.08.2025 22:15;Öö;0,214;Tegelik
08.08.2025 22:30;Öö;0,214;Tegelik
08.08.2025 22:45;Öö;0,212;Tegelik
08.08.2025 23:00;Öö;0,150;Tegelik
08.08.2025 23:15;Öö;0,150;Tegelik
08.08.2025 23:30;Öö;0,150;Tegelik
08.08.2025 23:45;Öö;0,149;Tegelik
09.08.2025 00:00;Öö;0,171;Tegelik
09.08.2025 00:15;Öö;0,171;Tegelik
09.08.2025 00:30;Öö;0,171;Tegelik
09.08.2025 00:45;Öö;0,172;Tegelik
09.08.2025 01:00;Öö;0,112;Tegelik
09.08.2025 01:15;Öö;0,112;Tegelik
09.08.2025 01:30;Öö;0,112;Tegelik
09.08.2025 01:45;Öö;0,112;Tegelik
09.08.2025 02:00;Öö;0,290;Tegelik
09.08.2025 02:15;Öö;0,290;Tegelik
09.08.2025 02:30;Öö;0,290;Tegelik
09.08.2025 02:45;Öö;0,292;Tegelik
09.08.2025 03:00;Öö;0,184;Tegelik
09.08.2025 03:15;Öö;0,184;Tegelik
09.08.2025 03:30;Öö;0,184;Tegelik
09.08.2025 03:45;Öö;0,183;Tegelik
09.08.2025 04:00;Öö;0,125;Tegelik
09.08.2025 04:15;Öö;0,125;Tegelik
09.08.2025 04:30;Öö;0,125;Tegelik
09.08.2025 04:45;Öö;0,126;Tegelik
09.08.2025 05:00;Öö;0,127;Tegelik
09.08.2025 05:15;Öö;0,127;Tegelik
09.08.2025 05:30;Öö;0,127;Tegelik
09.08.2025 05:45;Öö;0,126;Tegelik
09.08.2025 06:00;Öö;0,264;Tegelik
09.08.2025 06:15;Öö;0,264;Tegelik
09.08.2025 06:30;Öö;0,264;Tegelik
09.08.2025 06:45;Öö;0,265;Tegelik
09.08.2025 07:00;Öö;0,178;Tegelik
09.08.2025 07:15;Öö;0,178;Tegelik
09.08.2025 07:30;Öö;0,178;Tegelik
09.08.2025 07:45;Öö;0,179;Tegelik
09.08.2025 08:00;Öö;0,195;Tegelik
09.08.2025 08:15;Öö;0,195;Tegelik
09.08.2025 08:30;Öö;0,195;Tegelik
09.08.2025 08:45;Öö;0,195;Tegelik
09.08.2025 09:00;Öö;0,208;Tegelik
09.08.2025 09:15;Öö;0,208;Tegelik
09.08.2025 09:30;Öö;0,208;Tegelik
09.08.2025 09:45;Öö;0,206;Tegelik
09.08.2025 10:00;Öö;0,238;Tegelik
09.08.2025 10:15;Öö;0,238;Tegelik
09.08.2025 10:30;Öö;0,238;Tegelik
09.08.2025 10:45;Öö;0,236;Tegelik
09.08.2025 11:00;Öö;0,450;Tegelik
09.08.2025 11:15;Öö;0,450;Tegelik
09.08.2025 11:30;Öö;0,450;Tegelik
09.08.2025 11:45;Öö;0,450;Tegelik
09.08.2025 12:00;Öö;0,449;Tegelik
09.08.2025 12:15;Öö;0,449;Tegelik
09.08.2025 12:30;Öö;0,449;Tegelik
09.08.2025 12:45;Öö;0,450;Tegelik
09.08.2025 13:00;Öö;0,266;Tegelik
09.08.2025 13:15;Öö;0,266;Tegelik
09.08.2025 13:30;Öö;0,266;Tegelik
09.08.2025 13:45;Öö;0,267;Tegelik
09.08.2025 14:00;Öö;0,191;Tegelik
09.08.2025 14:15;Öö;0,191;Tegelik
09.08.2025 14:30;Öö;0,191;Tegelik
09.08.2025 14:45;Öö;0,190;Tegelik
09.08.2025 15:00;Öö;1,417;Tegelik
09.08.2025 15:15;Öö;1,417;Tegelik
09.08.2025 15:30;Öö;1,417;Tegelik
09.08.2025 15:45;Öö;1,417;Tegelik
09.08.2025 16:00;Tipp öö;1,110;Tegelik
09.08.2025 16:15;Tipp öö;1,110;Tegelik
09.08.2025 16:30;Tipp öö;1,110;Tegelik
09.08.2025 16:45;Tipp öö;1,110;Tegelik
09.08.2025 17:00;Tipp öö;1,019;Tegelik
09.08.2025 17:15;Tipp öö;1,019;Tegelik
09.08.2025 17:30;Tipp öö;1,019;Tegelik
09.08.2025 17:45;Tipp öö;1,020;Tegelik
09.08.2025 18:00;Tipp öö;0,477;Tegelik
09.08.2025 18:15;Tipp öö;0,477;Tegelik
09.08.2025 18:30;Tipp öö;0,477;Tegelik
09.08.2025 18:45;Tipp öö;0,478;Tegelik
09.08.2025 19:00;Tipp öö;0,289;Tegelik
09.08.2025 19:15;Tipp öö;0,289;Tegelik
09.08.2025 19:30;Tipp öö;0,289;Tegelik
09.08.2025 19:45;Tipp öö;0,290;Tegelik
09.08.2025 20:00;Öö;0,215;Tegelik
09.08.2025 20:15;Öö;0,215;Tegelik
09.08.2025 20:30;Öö;0,215;Tegelik
09.08.2025 20:45;Öö;0,215;Tegelik
09.08.2025 21:00;Öö;0,223;Tegelik
09.08.2025 21:15;Öö;0,223;Tegelik
09.08.2025 21:30;Öö;0,223;Tegelik
09.08.2025 21:45;Öö;0,224;Tegelik
09.08.2025 22:00;Öö;0,158;Tegelik
09.08.2025 22:15;Öö;0,158;Tegelik
09.08.2025 22:30;Öö;0,158;Tegelik
09.08.2025 22:45;Öö;0,158;Tegelik
09.08.2025 23:00;Öö;0,198;Tegelik
09.08.2025 23:15;Öö;0,198;Tegelik
09.08.2025 23:30;Öö;0,198;Tegelik
09.08.2025 23:45;Öö;0,198;Tegelik
10.08.2025 00:00;Öö;0,169;Tegelik
10.08.2025 00:15;Öö;0,169;Tegelik
10.08.2025 00:30;Öö;0,169;Tegelik
10.08.2025 00:45;Öö;0,169;Tegelik
10.08.2025 01:00;Öö;0,191;Tegelik
10.08.2025 01:15;Öö;0,191;Tegelik
10.08.2025 01:30;Öö;0,191;Tegelik
10.08.2025 01:45;Öö;0,191;Tegelik
10.08.2025 02:00;Öö;0,126;Tegelik
10.08.2025 02:15;Öö;0,126;Tegelik
10.08.2025 02:30;Öö;0,126;Tegelik
10.08.2025 02:45;Öö;0,127;Tegelik
10.08.2025 03:00;Öö;0,126;Tegelik
10.08.2025 03:15;Öö;0,126;Tegelik
10.08.2025 03:30;Öö;0,126;Tegelik
10.08.2025 03:45;Öö;0,127;Tegelik
10.08.2025 04:00;Öö;0,117;Tegelik
10.08.2025 04:15;Öö;0,117;Tegelik
10.08.2025 04:30;Öö;0,117;Tegelik
10.08.2025 04:45;Öö;0,116;Tegelik
10.08.2025 05:00;Öö;0,157;Tegelik
10.08.2025 05:15;Öö;0,157;Tegelik
10.08.2025 05:30;Öö;0,157;Tegelik
10.08.2025 05:45;Öö;0,156;Tegelik
10.08.2025 06:00;Öö;0,266;Tegelik
10.08.2025 06:15;Öö;0,266;Tegelik
10.08.2025 06:30;Öö;0,266;Tegelik
10.08.2025 06:45;Öö;0,267;Tegelik
10.08.2025 07:00;Öö;0,190;Tegelik
10.08.2025 07:15;Öö;0,190;Tegelik
10.08.2025 07:30;Öö;0,190;Tegelik
10.08.2025 07:45;Öö;0,191;Tegelik
10.08.2025 08:00;Öö;0,186;Tegelik
10.08.2025 08:15;Öö;0,186;Tegelik
10.08.2025 08:30;Öö;0,186;Tegelik
10.08.2025 08:45;Öö;0,184;Tegelik
10.08.2025 09:00;Öö;0,208;Tegelik
10.08.2025 09:15;Öö;0,208;Tegelik
10.08.2025 09:30;Öö;0,208;Tegelik
10.08.2025 09:45;Öö;0,206;Tegelik
10.08.2025 10:00;Öö;0,236;Tegelik
10.08.2025 10:15;Öö;0,236;Tegelik
10.08.2025 10:30;Öö;0,236;Tegelik
10.08.2025 10:45;Öö;0,237;Tegelik
10.08.2025 11:00;Öö;0,474;Tegelik
10.08.2025 11:15;Öö;0,474;Tegelik
10.08.2025 11:30;Öö;0,474;Tegelik
10.08.2025 11:45;Öö;0,472;Tegelik
10.08.2025 12:00;Öö;0,348;Tegelik
10.08.2025 12:15;Öö;0,348;Tegelik
10.08.2025 12:30;Öö;0,348;Tegelik
10.08.2025 12:45;Öö;0,349;Tegelik
10.08.2025 13:00;Öö;0,358;Tegelik
10.08.2025 13:15;Öö;0,358;Tegelik
10.08.2025 13:30;Öö;0,358;Tegelik
10.08.2025 13:45;Öö;0,358;Tegelik
10.08.2025 14:00;Öö;0,194;Tegelik
10.08.2025 14:15;Öö;0,194;Tegelik
10.08.2025 14:30;Öö;0,194;Tegelik
10.08.2025 14:45;Öö;0,196;Tegelik
10.08.2025 15:00;Öö;0,234;Tegelik
10.08.2025 15:15;Öö;0,234;Tegelik
10.08.2025 15:30;Öö;0,234;Tegelik
10.08.2025 15:45;Öö;0,235;Tegelik
10.08.2025 16:00;Tipp öö;0,279;Tegelik
10.08.2025 16:15;Tipp öö;0,279;Tegelik
10.08.2025 16:30;Tipp öö;0,279;Tegelik
10.08.2025 16:45;Tipp öö;0,278;Tegelik
10.08.2025 17:00;Tipp öö;0,227;Tegelik
10.08.2025 17:15;Tipp öö;0,227;Tegelik
10.08.2025 17:30;Tipp öö;0,227;Tegelik
10.08.2025 17:45;Tipp öö;0,227;Tegelik
10.08.2025 18:00;Tipp öö;0,348;Tegelik
10.08.2025 18:15;Tipp öö;0,348;Tegelik
10.08.2025 18:30;Tipp öö;0,348;Tegelik
10.08.2025 18:45;Tipp öö;0,349;Tegelik
10.08.2025 19:00;Tipp öö;0,248;Tegelik
10.08.2025 19:15;Tipp öö;0,248;Tegelik
10.08.2025 19:30;Tipp öö;0,248;Tegelik
10.08.2025 19:45;Tipp öö;0,247;Tegelik
10.08.2025 20:00;Öö;0,204;Tegelik
10.08.2025 20:15;Öö;0,204;Tegelik
10.08.2025 20:30;Öö;0,204;Tegelik
10.08.2025 20:45;Öö;0,205;Tegelik
10.08.2025 21:00;Öö;0,181;Tegelik
10.08.2025 21:15;Öö;0,181;Tegelik
10.08.2025 21:30;Öö;0,181;Tegelik
10.08.2025 21:45;Öö;0,182;Tegelik
10.08.2025 22:00;Öö;0,196;Tegelik
10.08.2025 22:15;Öö;0,196;Tegelik
10.08.2025 22:30;Öö;0,196;Tegelik
10.08.2025 22:45;Öö;0,195;Tegelik
10.08.2025 23:00;Öö;0,160;Tegelik
10.08.2025 23:15;Öö;0,160;Tegelik
10.08.2025 23:30;Öö;0,160;Tegelik
10.08.2025 23:45;Öö;0,160;Tegelik
11.08.2025 00:00;Öö;0,174;Tegelik
11.08.2025 00:15;Öö;0,174;Tegelik
11.08.2025 00:30;Öö;0,174;Tegelik
11.08.2025 00:45;Öö;0,175;Tegelik
11.08.2025 01:00;Öö;0,136;Tegelik
11.08.2025 01:15;Öö;0,136;Tegelik
11.08.2025 01:30;Öö;0,136;Tegelik
11.08.2025 01:45;Öö;0,134;Tegelik
11.08.2025 02:00;Öö;0,122;Tegelik
11.08.2025 02:15;Öö;0,122;Tegelik
11.08.2025 02:30;Öö;0,122;Tegelik
11.08.2025 02:45;Öö;0,123;Tegelik
11.08.2025 03:00;Öö;0,150;Tegelik
11.08.2025 03:15;Öö;0,150;Tegelik
11.08.2025 03:30;Öö;0,150;Tegelik
11.08.2025 03:45;Öö;0,149;Tegelik
11.08.2025 04:00;Öö;0,120;Tegelik
11.08.2025 04:15;Öö;0,120;Tegelik
11.08.2025 04:30;Öö;0,120;Tegelik
11.08.2025 04:45;Öö;0,120;Tegelik
11.08.2025 05:00;Öö;0,140;Tegelik
11.08.2025 05:15;Öö;0,140;Tegelik
11.08.2025 05:30;Öö;0,140;Tegelik
11.08.2025 05:45;Öö;0,140;Tegelik
11.08.2025 06:00;Öö;0,473;Tegelik
11.08.2025 06:15;Öö;0,473;Tegelik
11.08.2025 06:30;Öö;0,473;Tegelik
11.08.2025 06:45;Öö;0,472;Tegelik
11.08.2025 07:00;Päev;0,243;Tegelik
11.08.2025 07:15;Päev;0,243;Tegelik
11.08.2025 07:30;Päev;0,243;Tegelik
11.08.2025 07:45;Päev;0,242;Tegelik
11.08.2025 08:00;Päev;0,112;Tegelik
11.08.2025 08:15;Päev;0,112;Tegelik
11.08.2025 08:30;Päev;0,112;Tegelik
11.08.2025 08:45;Päev;0,110;Tegelik
11.08.2025 09:00;Tipp päev;0,122;Tegelik
11.08.2025 09:15;Tipp päev;0,122;Tegelik
11.08.2025 09:30;Tipp päev;0,122;Tegelik
11.08.2025 09:45;Tipp päev;0,124;Tegelik
11.08.2025 10:00;Tipp päev;0,106;Tegelik
11.08.2025 10:15;Tipp päev;0,106;Tegelik
11.08.2025 10:30;Tipp päev;0,106;Tegelik
11.08.2025 10:45;Tipp päev;0,105;Tegelik
11.08.2025 11:00;Tipp päev;0,142;Tegelik
11.08.2025 11:15;Tipp päev;0,142;Tegelik
11.08.2025 11:30;Tipp päev;0,142;Tegelik
11.08.2025 11:45;Tipp päev;0,140;Tegelik
11.08.2025 12:00;Päev;0,104;Tegelik
11.08.2025 12:15;Päev;0,104;Tegelik
11.08.2025 12:30;Päev;0,104;Tegelik
11.08.2025 12:45;Päev;0,106;Tegelik
11.08.2025 13:00;Päev;0,156;Tegelik
11.08.2025 13:15;Päev;0,156;Tegelik
11.08.2025 13:30;Päev;0,156;Tegelik
11.08.2025 13:45;Päev;0,155;Tegelik
11.08.2025 14:00;Päev;0,105;Tegelik
11.08.2025 14:15;Päev;0,105;Tegelik
11.08.2025 14:30;Päev;0,105;Tegelik
11.08.2025 14:45;Päev;0,104;Tegelik
11.08.2025 15:00;Päev;0,178;Tegelik
11.08.2025 15:15;Päev;0,178;Tegelik
11.08.2025 15:30;Päev;0,178;Tegelik
11.08.2025 15:45;Päev;0,178;Tegelik
11.08.2025 16:00;Tipp päev;0,172;Tegelik
11.08.2025 16:15;Tipp päev;0,172;Tegelik
11.08.2025 16:30;Tipp päev;0,172;Tegelik
11.08.2025 16:45;Tipp päev;0,171;Tegelik
11.08.2025 17:00;Tipp päev;0,358;Tegelik
11.08.2025 17:15;Tipp päev;0,358;Tegelik
11.08.2025 17:30;Tipp päev;0,358;Tegelik
11.08.2025 17:45;Tipp päev;0,360;Tegelik
11.08.2025 18:00;Tipp päev;0,322;Tegelik
11.08.2025 18:15;Tipp päev;0,322;Tegelik
11.08.2025 18:30;Tipp päev;0,322;Tegelik
11.08.2025 18:45;Tipp päev;0,322;Tegelik
11.08.2025 19:00;Tipp päev;0,277;Tegelik
11.08.2025 19:15;Tipp päev;0,277;Tegelik
11.08.2025 19:30;Tipp päev;0,277;Tegelik
11.08.2025 19:45;Tipp päev;0,276;Tegelik
11.08.2025 20:00;Päev;0,232;Tegelik
11.08.2025 20:15;Päev;0,232;Tegelik
11.08.2025 20:30;Päev;0,232;Tegelik
11.08.2025 20:45;Päev;0,232;Tegelik
11.08.2025 21:00;Päev;0,260;Tegelik
11.08.2025 21:15;Päev;0,260;Tegelik
11.08.2025 21:30;Päev;0,260;Tegelik
11.08.2025 21:45;Päev;0,259;Tegelik
11.08.2025 22:00;Öö;0,200;Tegelik
11.08.2025 22:15;Öö;0,200;Tegelik
11.08.2025 22:30;Öö;0,200;Tegelik
11.08.2025 22:45;Öö;0,202;Tegelik
11.08.2025 23:00;Öö;0,161;Tegelik
11.08.2025 23:15;Öö;0,161;Tegelik
11.08.2025 23:30;Öö;0,161;Tegelik
11.08.2025 23:45;Öö;0,160;Tegelik
12.08.2025 00:00;Öö;0,155;Tegelik
12.08.2025 00:15;Öö;0,155;Tegelik
12.08.2025 00:30;Öö;0,155;Tegelik
12.08.2025 00:45;Öö;0,154;Tegelik
12.08.2025 01:00;Öö;0,178;Tegelik
12.08.2025 01:15;Öö;0,178;Tegelik
12.08.2025 01:30;Öö;0,178;Tegelik
12.08.2025 01:45;Öö;0,179;Tegelik
12.08.2025 02:00;Öö;0,164;Tegelik
12.08.2025 02:15;Öö;0,164;Tegelik
12.08.2025 02:30;Öö;0,164;Tegelik
